Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.712313471,1.079463625,1.315743114,1.185540614,1.400064494,0.859933461,1.022764541,1.25209761,1.051421625,1.271248552,0.982676166,0.790047581,0.694240135,0.723661766,0.627103982,0.59209966,0.466403526,0.455526401,0.361630847,0.265537673,0.237886693,0.160140421,0.277321026,0.242165627,0.181022098,0.13240433,0.068708233,0.090167266,0.054535454,0.032233064,0.00229068,0.025272988,-0.301401217
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.83597705,1.976373785,1.950308454,1.92882636,1.904435315,1.85680778,1.781295715,1.728182896,1.685793383,1.640548383,1.584550787,1.54194113,1.520455223,1.487400531,1.469652975,1.429511671,1.360538574,1.316236819,1.267535742,1.236743692,1.326578957,1.427639765,1.396615462,1.317160793,1.241466716,1.16700885,1.133234288,1.080420738,0.951668644,0.86026509,0.727243816,0.559420832,0.628607803
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,1.849601599,1.83294083,2.425851791,3.003245962,2.61935915,1.354208274,0.413363892,0.313629616,0.245350376,0.119311952,0.152297026,0.213720197,0.039296241,-0.167115773,-0.328790001,-0.447886781,-0.577652223,-0.69962484,-0.758815203,-0.77203346,-0.259914003,0.277526573,0.319268822,0.347720569,0.381376448,0.400941559,0.4220858,0.458352099,0.450852096,0.404844283,0.650605244,0.9101587,0.908957181
Population growth (annual %),SP.POP.GROW,Moldova,MDA,0.461654049,0.243535095,0.081057947,-0.027023221,-0.243403377,-0.485916253,-0.200220625,-0.369835352,-0.040397573,-0.157010552,-0.203371722,-0.223625637,-0.231580062,-0.281602495,-0.247447154,-0.243318712,-0.277922768,-0.231718325,-0.190349156,-0.126263392,-0.099832974,-0.057836265,-0.013109544,-0.026783769,-0.06097206,-0.76704956,-1.163022378,-1.727058466,-1.757004421,-1.600316536,-1.098031659,-1.503429523,-2.216966827
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.831034299,0.771849528,0.749702002,0.744123269,0.735427307,0.730058236,0.749991649,0.781953205,0.751051414,0.572730386,0.21893655,-0.064705975,-0.178929556,-0.216376703,-0.247862316,-0.295136676,-0.405287997,-0.589029494,0.122477836,1.677520937,2.369771915,2.285456208,2.19981192,2.067809862,1.915204971,1.78404622,0.84246953,-0.072859748,-0.040500588,0.013502019,-0.302883027,-0.641236846,-0.593262624
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.896626372,1.77209321,1.641710137,1.500736539,1.364860274,1.244617569,1.139201976,1.044070391,0.976711151,0.965740134,0.921869511,0.878309645,0.886457738,0.87155573,0.850550682,0.835992599,0.855447794,0.940879931,1.078122411,1.238592599,1.33380432,1.52094438,1.748906223,1.87336676,2.006686708,2.110866279,2.162336948,2.170490155,2.17135598,2.139997096,1.897015028,1.609371036,1.499669086
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,-0.032812754,0.120809886,0.232144827,0.271440062,0.199581093,0.052816572,-0.115971437,-0.243010698,-0.305295583,-0.419325616,-0.027974019,0.402363248,0.400750772,0.399151169,0.177216476,0.147929262,0.124299813,0.138110348,0.177475867,0.214529296,0.183239906,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724,0.023142531,0.011247907,-0.023461353,-0.031987013,-0.116139361,-0.337762722,-0.323190384
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.735344812,1.68397154,1.637675662,1.586134401,1.518147563,1.505681819,1.492784717,1.463455253,1.430408732,1.376402315,1.330562927,1.307090678,1.276705585,1.219262665,1.245878478,1.319052688,1.309479244,1.28772192,1.280037201,1.281106246,1.308351545,1.342665543,1.353772467,1.344233843,1.30806294,1.253058273,1.223170234,1.191629424,1.117897027,1.043584127,1.053160179,1.051484312,1.023391979
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,1.635855392,1.918685407,1.868017478,2.779118473,4.85425095,4.471464939,3.060901579,2.712765614,2.400904514,2.420928687,2.453305506,2.513168046,2.569403142,2.596692516,2.61147448,2.589776122,2.563780099,2.592131921,2.620642944,2.669802746,2.799820936,2.932677561,3.014610299,3.072739164,3.068933869,3.043019717,3.129155499,3.103185139,2.946887151,2.886566535,2.904819659,2.842112349,2.744193061
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,1.533242451,1.438448624,1.360595335,1.32608172,1.304753889,1.274587165,1.258789797,1.255636142,1.229871708,1.173447553,1.096712638,1.040921608,1.006341199,0.950845487,0.878726142,0.812150803,0.759407839,0.740412549,0.584181978,0.585912069,0.762454883,0.813699958,0.847223412,0.852912566,0.8338601,0.802515043,0.790127201,0.76020596,0.719693109,0.707999098,0.719472826,0.699278204,0.706117427
Population growth (annual %),SP.POP.GROW,Namibia,NAM,6.09436073,3.347689712,3.202576966,3.240846289,3.169138491,2.966316369,2.74610275,2.582974735,2.491150768,2.408837584,2.271949367,2.027579409,1.715589536,1.414342902,1.24422105,1.202340002,1.199835228,1.247324234,1.336301664,1.43030357,1.5047354,1.562982666,1.634062049,1.694467324,1.730943939,1.754600381,1.765026533,1.756999185,1.725164552,1.688468173,1.720310624,1.63585889,1.446359184
Population growth (annual %),SP.POP.GROW,Nauru,NRU,3.089539001,3.11820135,2.266583977,0.953089995,0.468293539,0.407965597,0.280722318,0.1738459,0.135004842,0.05780347,-0.05780347,-0.135004842,-0.11586368,-0.067649193,-0.087044834,-0.164625031,-0.232874159,-0.262633291,-0.234032286,-0.097675335,0.078147899,0.409277515,1.553560459,2.365518569,2.274296047,2.214779795,2.228011886,2.119548182,2.05039802,1.729341401,1.497144175,1.579022576,1.247087134
Population growth (annual %),SP.POP.GROW,Nepal,NPL,2.432697129,2.587735921,2.798680108,2.693671757,2.449570497,2.316730691,2.122070673,2.022288183,1.933540377,1.838552569,1.709775886,1.601837449,1.495832606,1.375026697,1.242331411,1.075359276,0.88577445,0.731449423,0.626509659,0.539422885,0.496881283,0.38521421,0.235525469,0.185921857,0.293747924,0.53827062,0.904474047,1.149953723,1.140549365,1.136351607,1.774268056,2.311723712,1.692246601
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.688603823,0.788031035,0.756056593,0.69699133,0.602938474,0.493927373,0.461395748,0.514767002,0.616640531,0.665493187,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.466428782,0.370055035,0.294820793,0.359828173,0.443220089,0.53217888,0.591203366,0.583933409,0.655071575,0.55554079,0.523490508,0.953278923
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,2.368989136,2.577967007,2.498715148,2.578822274,2.666625017,2.261522218,1.915332709,1.931976819,1.898767879,1.89876221,1.901374378,1.901793221,1.898811419,1.703765144,1.521461098,1.518467354,1.495754382,1.473710882,1.452307684,1.309615607,1.533215429,1.825085374,1.811679043,1.779440428,1.65510643,0.524642605,0.28164857,0.218102595,0.13284625,0.025810734,-0.059005755,-0.254861903,-0.433647202
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,0.923222729,NA,1.041735384,1.140231107,1.329237335,1.464363787,1.582661927,1.312358286,0.887279889,0.525484536,0.587564086,0.589286035,1.737174864,1.973558544,1.486219082,1.12877351,1.21898486,0.932407688,0.848701402,0.999728031,1.111726056,0.762479795,0.548220797,0.768347998,1.661012001,2.036033909,2.2460321,2.088722723,1.791240168,1.591158896,2.204788696,0.415621677,0.248156055
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,2.354299408,2.325475516,2.281975656,2.222976169,2.154181842,2.068481695,1.897664746,1.721673374,1.592453256,1.502876828,1.441945342,1.348258003,1.267591747,1.210666618,1.179569548,1.262919196,1.368004861,1.394296801,1.421707871,1.446913517,1.463853251,1.471748689,1.470883001,1.461295176,1.448704792,1.437940024,1.428747396,1.418806285,1.405104723,1.385484725,1.370695685,1.39120242,1.418278462
Population growth (annual %),SP.POP.GROW,Niger,NER,3.088463793,3.105071908,3.112776458,3.154102504,3.213800517,3.321276749,3.366591635,3.335532031,3.379561454,3.41011371,3.423750056,3.456532133,3.472154736,3.504461003,3.549182987,3.588174943,3.614425835,3.641206363,3.672544763,3.701170774,3.730703151,3.746720178,3.810576037,3.818205941,3.78117877,3.828859384,3.867091205,3.826933982,3.787596499,3.765444885,3.727100725,3.707423785,3.712987818
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.628598955,2.562201236,2.523727963,2.555767624,2.574829449,2.557189798,2.526852594,2.522964745,2.516033896,2.542619887,2.60286877,2.651265494,2.682889956,2.692767906,2.695503465,2.693693418,2.695925823,2.709626937,2.719686803,2.727384843,2.744378852,2.764062379,2.749288878,2.697474043,2.628123853,2.541187462,2.507034086,2.52731692,2.496644904,2.448200698,2.440608885,2.406363381,2.380007155
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.232540021,-0.366981881,-0.920565782,-1.052584666,-0.72549837,0.075937461,0.51591416,0.132444875,0.532116992,0.478003427,0.455448702,0.420168685,-0.726260079,0.326964187,0.284333738,0.211874118,0.165461472,0.163132932,0.163258078,0.184158025,0.211073775,0.171871346,0.121614266,0.144870083,0.166476984,0.133165885,0.109300286,0.097034195,0.08263629,0.022971838,-0.200664047,-0.359578822,-0.359612891
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,4.567120501,0.623029096,-0.360883934,-0.374703798,-0.350994845,1.942090325,9.116453226,13.06767777,11.89789885,10.69985654,5.239582527,-1.07498986,-2.958572796,-3.345833718,-3.720032276,-4.077969011,-4.390533785,-4.663535755,-4.905030903,-5.08445117,-5.343938045,-2.939981179,-0.307020712,-0.417225486,-0.548094106,-0.661703101,-0.742353405,-0.793234216,-0.841314238,-0.890563183,-0.545026237,-0.21399451,0.14136847
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.344151413,0.476503585,0.577180268,0.59522933,0.569388228,0.51912552,0.506881683,0.542219936,0.595410343,0.684759433,0.649044821,0.506046911,0.539290805,0.586532692,0.59093094,0.681072964,0.805392739,1.034734515,1.246333015,1.261127289,1.24566618,1.297189391,1.313440989,1.209141589,1.127736677,0.995084737,0.880969815,0.807673182,0.660090844,0.675061373,0.588757324,0.534772282,0.898395221
Population growth (annual %),SP.POP.GROW,Oman,OMN,5.156154514,4.902066931,4.641575088,4.271735052,2.939522932,1.811190136,1.701576434,1.599389144,1.508829669,1.431673376,1.359436833,1.288452051,1.214083814,1.15573172,1.520500352,1.859466218,1.79115994,1.744061113,1.724613618,1.739164516,6.611552228,10.68407268,9.758169304,7.650385817,4.922749682,4.451607888,4.804129785,3.216949041,1.297249487,0.035006805,-1.298245131,-0.505921839,1.227418238
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,3.297471166,3.230643374,2.625886811,2.55855603,2.903377953,2.952111316,3.046138376,2.940607026,2.891238262,2.858444356,3.075552912,3.092079184,2.50885976,2.189388121,2.235149207,2.158492155,2.098513142,2.141523972,2.178889217,2.229162535,2.252579345,2.110834578,1.79797543,1.536897649,1.409182973,1.296551724,1.204055673,1.328135434,1.537172403,1.607981347,1.73302782,1.834062082,1.893245598
Population growth (annual %),SP.POP.GROW,Palau,PLW,2.221578969,2.243652775,2.300695588,2.322238743,2.353049741,2.584092695,2.99384141,3.13661951,2.988189708,2.76225974,1.769595607,0.515751763,0.115930354,0.145981753,0.135722744,-0.382505877,-1.074788547,-1.297953325,-1.372590958,-1.455414849,-1.530833299,-1.631357549,-1.624973577,-0.788793215,-0.050560379,-0.011239112,0.123560813,0.117802162,0.151256296,0.290665381,0.312082286,0.288921192,0.17184516
Population growth (annual %),SP.POP.GROW,Panama,PAN,2.121682894,2.103303457,2.070231791,2.058120865,2.04551396,2.033821404,2.024205756,2.013998359,2.001933072,1.988399324,1.971887913,1.956037824,1.940075867,1.923647018,1.920799222,1.910434961,1.879014135,1.854149189,1.838163809,1.816363475,1.7896721,1.779434561,1.778448966,1.760613598,1.744115718,1.741235434,1.734560022,1.716948722,1.675122976,1.602289731,1.451052137,1.315615015,1.308580191
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.644246065,3.208613574,3.584425783,3.677199654,3.662787028,3.633893077,3.604942159,3.582119463,3.533098762,3.490893908,3.45213294,3.3945551,3.349559561,3.311234072,3.26552944,3.21560315,3.171287866,3.123661114,3.086113991,3.047816223,3.003526703,2.902989615,2.777990453,2.692882536,2.61569523,2.543200663,2.468594345,2.39411256,2.325313322,2.260187811,2.147632274,2.02856054,1.923028218
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,2.694307638,2.645066667,2.582840866,2.519995115,2.456892441,2.387483392,2.313176346,2.237965944,2.159041538,2.062130586,1.926945242,1.697552994,1.428308174,1.254592919,1.171275625,1.111787402,1.04976166,0.997237882,0.979118914,1.012123671,1.151401848,1.297338544,1.349238438,1.380358566,1.406543969,1.422003571,1.424983522,1.406913816,1.373970221,1.336574808,1.34872957,1.277616002,1.141244982
Population growth (annual %),SP.POP.GROW,Peru,PER,2.217105221,2.120843327,2.034869317,2.004460046,1.976503344,1.923556128,1.856952892,1.822439493,1.769518791,1.667060401,1.520442271,1.343319545,1.176085157,1.051135337,0.974731755,0.904184156,0.827239267,0.76975937,0.716987183,0.702724347,0.756357203,0.845382116,0.918055909,0.96748622,1.043651128,1.172230664,1.361225438,1.506946185,1.87582164,1.909725608,1.451402401,1.225660252,0.986112054
Population growth (annual %),SP.POP.GROW,Philippines,PHL,2.352971109,2.377108809,2.357430676,2.357658279,2.343515269,2.337836526,2.417458883,2.469596489,2.409017939,2.331450372,2.216794064,2.116867209,2.06267819,2.018312505,1.98712673,1.93575552,1.884019828,1.870348631,1.870431577,1.84004285,1.801643904,1.781658802,1.743525151,1.686956057,1.616840604,1.669830021,1.77382447,1.76102262,1.700247766,1.655183692,1.626632905,1.494557167,1.46331573
Population growth (annual %),SP.POP.GROW,Poland,POL,0.392398205,0.354679168,0.306681391,0.254450914,0.211012329,0.135721034,0.076074182,0.065455369,0.035753301,-0.008302753,-1.044335398,-0.027587125,-0.046318937,-0.067492702,-0.058512735,-0.043948953,-0.063370574,-0.054305021,0.01363738,0.067763227,-0.285609122,0.053769709,-0.000239076,-0.060360017,-0.074846229,-0.066641101,-0.042985131,0.012480099,-0.000200133,-0.024427107,-0.175062058,-0.401728617,-2.482061133
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.21794848,-0.230481754,-0.077749267,0.122316595,0.269089468,0.346203938,0.375996187,0.446460605,0.505389233,0.565630442,0.702859953,0.705230637,0.54766794,0.375411415,0.23912899,0.185532267,0.180332441,0.196304384,0.14419128,0.095330859,0.045910037,-0.147084879,-0.405421788,-0.548815211,-0.539190467,-0.414141102,-0.315459017,-0.24388941,-0.160104021,0.023733495,0.105114125,0.626850165,0.460948936
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,0.890295757,0.707415569,0.645450037,0.842176258,0.928877577,0.923749876,1.121862669,0.929312007,0.57478869,0.500714523,0.276558689,0.214145951,0.128937306,0.062589906,0.020462636,-0.144242361,-0.423467205,-0.585620757,-0.586677392,-0.545401894,-0.506170057,-1.156540293,-1.209987934,-1.145930978,-1.633128331,-1.759208258,-1.93497109,-2.418017622,-4.048391034,0.010646546,2.713976432,-0.57650769,-1.261613265
Population growth (annual %),SP.POP.GROW,Qatar,QAT,3.403389365,3.298371394,3.192194985,3.08130012,2.968018381,2.845195346,2.706413186,3.950299516,5.375334656,5.411188035,5.184450213,4.967022534,4.937005481,4.836234748,3.854865328,8.706429292,17.89854534,19.36042866,15.90568396,10.87955005,6.213604588,5.156080977,5.472719876,6.591357497,8.426885909,8.651162054,7.212802387,4.394554302,2.007081355,1.453317284,-1.682985039,-2.648531832,0.255862792
Population growth (annual %),SP.POP.GROW,Romania,ROU,0.174176628,-0.868693831,-0.903462928,-0.136109142,-0.145379065,-0.202318796,-0.288129486,-0.287897952,-0.206980242,-0.156978616,-0.12944004,-1.395429986,-1.830654994,-0.721262297,-0.569786273,-0.617530957,-0.59240256,-1.477222982,-1.666382643,-0.833088755,-0.593959184,-0.491866213,-0.445177936,-0.371323063,-0.374575498,-0.470052228,-0.573660845,-0.578007015,-0.587493307,-0.526814822,-0.550759893,-0.746036479,-0.393250874
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.168018341,0.28668113,0.096978979,-0.053482028,-0.034267907,-0.021648763,-0.145451547,-0.165341654,-0.165486143,-0.309278192,-0.42061499,-0.424090525,-0.460024258,-0.453780668,-0.402681471,-0.381452795,-0.32744527,-0.171082033,-0.043949259,0.030107761,0.044895788,0.077981777,0.168305035,0.212950705,0.217642262,0.192557947,0.170245239,0.106870569,-0.013066892,-0.049568665,-0.230950389,0.039793394,0.07383012
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.461592797,2.238685899,2.265543075,3.18151531,-16.04915262,-16.88062967,16.62550198,13.24706725,3.182439182,1.192435842,1.245731257,1.395302279,1.787981976,2.310404512,2.579209778,2.631693016,2.664807191,2.693706726,2.681598665,2.640570296,2.607105103,2.565509609,2.459840406,2.37929152,2.377534023,2.385955685,2.44299699,2.478807852,2.435038415,2.390794366,2.39670705,2.371751548,2.311603239
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.178533219,0.305740739,0.648746736,0.916289339,1.013162245,1.031591665,1.030113058,1.030252092,1.026398705,1.007190061,0.98138787,0.823735911,0.591145316,0.4330747,0.337139113,0.293603326,0.398407955,0.578640418,0.684867888,0.721630924,0.771440059,0.858778291,0.898922334,0.911922273,0.905168293,0.895083543,0.964528456,1.009752658,0.992505709,1.045535442,1.416968,1.768578216,1.640310066
Population growth (annual %),SP.POP.GROW,San Marino,SMR,1.432483404,1.403727627,1.476744208,1.554554217,1.453346872,1.420472681,1.392652344,1.420416948,1.554505747,1.553436708,1.574421459,1.890820393,2.292882164,2.234492827,1.705591316,1.416381761,1.516836723,1.36913511,1.074152324,1.162596686,1.752163166,2.767597824,1.941335139,0.460726232,0.311965937,0.540630657,0.783340306,0.654001447,0.293203752,0.064389618,-0.501577645,-0.773412758,-0.252206943
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,2.437585996,2.252105027,2.061729752,1.996678238,1.919332006,1.8283459,1.739407478,1.643583661,1.538347703,1.433273351,1.335118353,1.754697194,2.420254643,2.583122052,2.52695179,2.494360277,2.471071503,2.455646831,2.419203102,2.342410553,2.226224853,2.121856336,2.064078726,1.998080447,1.911859774,1.819823892,1.729161076,1.649789762,1.577599603,1.528403267,1.865994498,2.022036167,1.897114969
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,4.156068549,3.978063483,3.696088505,3.217733994,2.877909768,2.798784853,2.723065115,2.684354441,2.64400628,2.589590212,2.527236357,2.468601339,2.404472297,2.304593545,2.183090419,3.062429874,3.95879668,3.929204885,3.853874728,3.74300661,3.206494106,2.481592562,2.199762757,2.121787884,2.022032711,1.924622137,2.014458627,2.298160561,2.384150031,2.284589011,0.472667096,-0.129847471,1.267095358
